	age	job	marital	education	default	balance	housing	loan	contact	day	month	duration	campaign	pdays	previous	poutcome	y
1171	45	management	married	tertiary	no	80	no	yes	cellular	19	nov	157	1	-1	0	unknown	no
6691	30	technician	divorced	secondary	no	0	no	no	cellular	21	jul	101	1	-1	0	unknown	no
16210	47	technician	married	primary	no	12531	yes	no	unknown	30	may	888	3	-1	0	unknown	no
24450	43	management	married	tertiary	no	1188	no	no	cellular	13	oct	1573	2	139	2	failure	no
24059	56	admin.	divorced	secondary	yes	-435	yes	yes	unknown	9	may	185	2	-1	0	unknown	no
17759	29	admin.	married	secondary	no	6429	yes	yes	cellular	14	may	535	1	352	2	failure	no
20349	54	blue-collar	married	secondary	no	175	yes	no	cellular	3	feb	94	4	271	4	failure	no
23361	39	blue-collar	married	secondary	no	483	yes	no	unknown	5	may	282	1	-1	0	unknown	no
18515	34	unemployed	single	secondary	no	371	no	no	cellular	28	jan	52	1	-1	0	unknown	no
12322	47	management	married	unknown	no	4567	no	no	telephone	31	jul	921	4	-1	0	unknown	no
15317	45	blue-collar	married	secondary	no	61	yes	no	unknown	26	may	745	4	-1	0	unknown	yes
19994	33	entrepreneur	married	secondary	no	2	yes	yes	cellular	19	nov	17	5	198	1	failure	no
2655	54	technician	married	secondary	no	114	no	no	cellular	30	jul	458	3	-1	0	unknown	yes
5175	32	blue-collar	divorced	secondary	no	658	no	no	cellular	20	nov	173	2	-1	0	unknown	no
431	31	blue-collar	married	secondary	no	335	yes	no	unknown	8	may	226	1	-1	0	unknown	no
25628	53	technician	married	secondary	no	284	no	no	cellular	1	jun	781	1	-1	0	unknown	yes
4201	30	admin.	single	secondary	no	1450	yes	no	cellular	18	may	298	1	355	1	failure	no
30696	31	blue-collar	married	secondary	no	439	yes	no	cellular	12	may	232	2	-1	0	unknown	no
6964	23	housemaid	married	tertiary	no	66	yes	no	cellular	7	may	1391	2	-1	0	unknown	yes
42848	31	blue-collar	married	secondary	no	1039	yes	no	unknown	28	may	44	7	-1	0	unknown	no
38667	29	management	single	secondary	no	0	no	yes	cellular	21	jul	463	2	-1	0	unknown	no
44330	28	management	single	tertiary	no	187	no	no	cellular	10	sep	255	1	93	2	success	yes
1294	55	blue-collar	married	secondary	no	12401	no	no	telephone	5	nov	111	9	511	4	other	no
1020	41	admin.	married	secondary	no	488	no	yes	telephone	11	jul	178	2	-1	0	unknown	no
8157	46	blue-collar	married	primary	no	-160	no	yes	telephone	25	jul	93	11	-1	0	unknown	no
871	53	admin.	married	secondary	no	2851	no	yes	telephone	1	jun	89	1	119	1	failure	no
32212	38	technician	married	secondary	no	976	yes	no	cellular	14	jul	766	3	-1	0	unknown	yes
15069	26	services	married	secondary	no	311	yes	no	unknown	28	may	373	1	-1	0	unknown	no
28702	59	retired	married	primary	no	56	no	no	cellular	21	aug	432	5	-1	0	unknown	no
9562	32	management	divorced	tertiary	no	12	no	no	cellular	17	jul	321	1	-1	0	unknown	no
37573	23	blue-collar	single	primary	no	8627	yes	no	unknown	3	jun	281	1	-1	0	unknown	no
289	38	entrepreneur	married	unknown	no	259	no	no	cellular	18	nov	63	1	-1	0	unknown	no
15244	35	technician	single	tertiary	no	5251	yes	no	unknown	17	jun	176	15	-1	0	unknown	no
6197	42	blue-collar	married	unknown	no	0	no	no	unknown	26	may	270	2	-1	0	unknown	no
34908	51	blue-collar	married	secondary	no	794	yes	no	telephone	24	jul	747	1	-1	0	unknown	no
39430	40	blue-collar	married	secondary	no	0	yes	yes	unknown	29	may	245	3	-1	0	unknown	no
4970	43	blue-collar	married	unknown	no	24	yes	no	unknown	13	may	23	2	-1	0	unknown	no
11677	69	retired	married	secondary	no	0	no	no	cellular	28	apr	184	2	126	2	other	yes
13160	45	blue-collar	married	primary	no	1192	no	no	cellular	7	aug	260	3	-1	0	unknown	no
28695	57	admin.	married	secondary	no	1216	yes	no	unknown	8	may	255	6	-1	0	unknown	no
34240	32	blue-collar	married	secondary	no	-325	yes	yes	unknown	21	may	171	1	-1	0	unknown	no
2752	30	technician	single	secondary	no	120	yes	no	cellular	18	may	74	1	-1	0	unknown	no
6021	47	management	married	primary	yes	145	no	yes	unknown	1	jul	163	1	-1	0	unknown	no
7508	40	housemaid	married	secondary	no	116	no	no	cellular	11	aug	1099	4	-1	0	unknown	no
12937	37	management	married	tertiary	no	0	no	no	cellular	20	aug	179	2	-1	0	unknown	no
19971	34	blue-collar	married	secondary	no	2495	yes	no	unknown	23	may	924	1	-1	0	unknown	yes
5488	37	admin.	single	secondary	no	262	no	no	cellular	7	aug	305	1	179	5	other	no
16411	32	management	single	tertiary	no	1	no	no	cellular	20	aug	108	5	-1	0	unknown	no
37454	30	technician	married	secondary	no	-306	yes	yes	unknown	16	may	203	1	-1	0	unknown	no
27132	39	technician	married	secondary	no	2983	no	no	cellular	3	dec	472	1	-1	0	unknown	yes
13831	32	technician	married	secondary	no	0	no	no	cellular	6	aug	254	2	-1	0	unknown	no
36717	60	technician	divorced	secondary	no	-50	no	no	cellular	28	aug	433	12	-1	0	unknown	no
458	52	management	married	tertiary	no	3732	no	no	telephone	18	aug	212	2	-1	0	unknown	no
19905	56	blue-collar	married	primary	no	1399	yes	no	unknown	12	may	80	4	-1	0	unknown	no
41641	37	technician	single	tertiary	no	555	yes	no	cellular	11	may	180	3	-1	0	unknown	no
24111	34	management	single	tertiary	no	2576	yes	yes	cellular	6	aug	236	4	-1	0	unknown	no
20358	29	services	single	secondary	no	192	no	no	cellular	30	jan	327	4	-1	0	unknown	no
19301	31	management	married	tertiary	no	153	yes	no	cellular	14	jul	118	3	-1	0	unknown	no
34795	58	services	divorced	secondary	no	-158	no	no	telephone	18	jul	11	3	-1	0	unknown	no
31604	34	admin.	divorced	secondary	no	1186	yes	yes	cellular	18	nov	131	1	-1	0	unknown	no
9785	45	blue-collar	married	secondary	no	141	yes	yes	unknown	14	may	21	10	-1	0	unknown	no
42751	32	blue-collar	single	secondary	no	116	no	no	unknown	14	may	392	1	-1	0	unknown	no
43391	41	management	married	tertiary	no	1234	no	no	unknown	17	jun	68	1	-1	0	unknown	no
5093	47	blue-collar	married	secondary	no	1612	yes	no	cellular	2	apr	1164	1	-1	0	unknown	yes
27326	50	admin.	married	secondary	no	1019	yes	no	unknown	18	jun	76	1	-1	0	unknown	no
43814	85	retired	divorced	primary	no	7613	no	no	cellular	18	feb	355	3	-1	0	unknown	yes
13619	27	management	single	tertiary	no	1720	no	no	cellular	3	nov	284	2	273	1	failure	yes
30020	42	admin.	married	secondary	no	2918	yes	no	unknown	15	may	349	2	-1	0	unknown	no
24157	57	technician	married	secondary	no	323	yes	no	telephone	9	jul	54	1	-1	0	unknown	no
29061	28	management	single	tertiary	no	788	yes	yes	cellular	18	may	169	1	-1	0	unknown	no
31113	28	blue-collar	single	secondary	yes	0	yes	no	unknown	4	jun	237	1	-1	0	unknown	no
16008	36	entrepreneur	married	secondary	no	-280	no	no	unknown	17	aug	6	1	-1	0	unknown	no
42227	57	services	divorced	secondary	no	1024	yes	no	unknown	26	may	360	6	-1	0	unknown	no
11556	56	blue-collar	divorced	unknown	no	1363	no	no	unknown	23	jun	54	3	-1	0	unknown	no
5816	49	management	married	tertiary	yes	-24	no	no	cellular	18	nov	132	3	-1	0	unknown	no
31210	37	technician	married	secondary	no	407	yes	no	cellular	11	jul	141	2	-1	0	unknown	no
26536	35	admin.	married	secondary	no	725	yes	no	cellular	20	nov	219	7	133	1	failure	no
9677	36	blue-collar	single	primary	no	2176	yes	no	unknown	28	may	52	2	-1	0	unknown	no
33993	32	technician	married	tertiary	no	168	no	no	unknown	27	may	86	1	-1	0	unknown	no
37636	31	management	single	tertiary	no	2296	yes	no	unknown	6	jun	49	8	-1	0	unknown	no
39204	39	blue-collar	married	primary	no	-223	yes	no	cellular	14	may	185	10	-1	0	unknown	no
38576	41	self-employed	divorced	tertiary	no	-319	no	no	unknown	20	jun	263	3	-1	0	unknown	no
32175	39	blue-collar	single	tertiary	no	172	yes	no	cellular	10	aug	248	1	131	1	success	no
110	38	blue-collar	single	secondary	no	711	yes	no	cellular	24	feb	254	5	140	1	other	no
43820	40	technician	married	secondary	no	95	no	no	cellular	13	aug	156	4	-1	0	unknown	no
44869	42	blue-collar	married	secondary	no	273	no	no	unknown	12	jun	315	1	-1	0	unknown	no
34461	53	blue-collar	married	primary	no	1086	no	no	cellular	7	jul	112	5	-1	0	unknown	no
25806	50	admin.	single	secondary	no	1318	no	yes	unknown	24	jun	146	3	-1	0	unknown	no
1234	39	management	married	tertiary	no	1112	no	no	cellular	6	aug	232	2	-1	0	unknown	no
21666	42	management	single	tertiary	no	-56	yes	no	unknown	20	jun	126	14	-1	0	unknown	no
38739	34	blue-collar	married	secondary	no	328	yes	yes	cellular	21	nov	18	7	-1	0	unknown	no
21046	50	unemployed	divorced	secondary	no	32	no	no	cellular	4	aug	282	2	-1	0	unknown	no
33149	39	technician	married	secondary	no	-54	yes	yes	unknown	30	jun	252	4	-1	0	unknown	no
23837	52	technician	married	secondary	no	470	no	no	cellular	27	aug	60	8	-1	0	unknown	no
25654	51	blue-collar	married	secondary	no	0	yes	no	unknown	5	may	173	2	-1	0	unknown	no
37956	26	admin.	single	tertiary	no	2170	yes	no	cellular	26	may	81	1	29	1	failure	no
20272	39	self-employed	married	secondary	no	656	no	no	cellular	29	jan	309	3	-1	0	unknown	no
34522	31	services	married	secondary	no	0	no	yes	unknown	9	may	81	6	-1	0	unknown	no
3586	26	admin.	married	tertiary	no	319	no	no	cellular	15	oct	88	1	-1	0	unknown	no
13046	43	blue-collar	married	unknown	no	-19	no	yes	unknown	20	jun	241	2	-1	0	unknown	no
43864	37	management	married	tertiary	no	57	no	no	cellular	5	feb	345	1	-1	0	unknown	yes
7490	60	unemployed	divorced	secondary	no	4	no	no	telephone	5	feb	882	2	-1	0	unknown	no
4792	35	unemployed	married	primary	no	494	yes	no	unknown	15	may	71	4	-1	0	unknown	no
3579	36	admin.	divorced	primary	no	227	no	no	cellular	9	jul	185	1	-1	0	unknown	no
36995	51	technician	married	secondary	no	532	yes	yes	cellular	18	nov	346	1	-1	0	unknown	no
5643	42	blue-collar	married	secondary	no	9359	yes	no	unknown	15	may	197	1	-1	0	unknown	no
11183	49	blue-collar	married	primary	no	186	yes	no	unknown	9	may	241	1	-1	0	unknown	no
1161	57	management	married	tertiary	no	2440	yes	no	unknown	15	may	391	2	-1	0	unknown	no
36163	32	unemployed	married	secondary	no	314	yes	no	cellular	11	may	18	6	172	10	success	no
41197	45	blue-collar	married	primary	no	91	yes	no	unknown	15	may	239	2	-1	0	unknown	no
19705	41	management	married	tertiary	no	3831	yes	no	cellular	7	aug	243	7	-1	0	unknown	no
14651	39	admin.	married	secondary	no	1595	yes	no	unknown	5	jun	102	2	-1	0	unknown	no
43635	44	blue-collar	married	unknown	no	189	yes	no	unknown	26	may	175	3	-1	0	unknown	no
3416	30	blue-collar	married	secondary	no	486	yes	no	unknown	29	may	1109	3	-1	0	unknown	yes
30667	49	technician	single	secondary	no	114	no	no	cellular	29	aug	12	6	-1	0	unknown	no
12212	37	services	married	secondary	no	4017	no	no	cellular	16	oct	156	1	-1	0	unknown	yes
44957	36	blue-collar	married	secondary	no	429	yes	no	unknown	30	may	140	2	-1	0	unknown	no
986	32	management	single	secondary	no	2018	no	no	cellular	11	aug	1238	1	-1	0	unknown	yes
2138	40	blue-collar	married	primary	no	919	yes	no	unknown	3	jun	327	2	-1	0	unknown	no
6024	48	blue-collar	married	primary	no	-83	no	no	cellular	14	aug	136	3	-1	0	unknown	no
30415	42	unknown	married	secondary	no	703	yes	no	cellular	10	jul	210	1	-1	0	unknown	no
36682	34	services	single	secondary	no	16	yes	no	cellular	20	nov	340	1	-1	0	unknown	no
20412	31	technician	married	secondary	no	-292	yes	yes	unknown	3	jun	186	1	-1	0	unknown	no
39560	51	entrepreneur	married	primary	no	1443	no	no	cellular	18	feb	172	10	-1	0	unknown	yes
42724	29	management	single	tertiary	no	1377	no	no	cellular	8	apr	548	2	-1	0	unknown	yes
34903	44	admin.	married	tertiary	no	1588	yes	no	unknown	3	jun	84	15	-1	0	unknown	no
34311	42	technician	married	secondary	no	0	no	yes	unknown	8	may	7	3	-1	0	unknown	no
7086	49	blue-collar	married	primary	no	399	no	no	cellular	29	jan	679	1	-1	0	unknown	no
27707	25	technician	single	secondary	no	-80	yes	yes	unknown	3	jun	89	1	-1	0	unknown	no
4450	40	services	married	secondary	no	0	yes	yes	cellular	2	feb	226	2	-1	0	unknown	no
21100	45	admin.	divorced	secondary	no	59	yes	no	cellular	24	jul	873	8	-1	0	unknown	yes
7356	42	services	single	unknown	no	974	no	no	cellular	30	jul	73	2	-1	0	unknown	no
20486	38	technician	single	secondary	no	1270	yes	yes	cellular	15	may	164	1	337	6	other	no
18977	27	blue-collar	single	primary	no	1	yes	no	cellular	28	jul	120	6	-1	0	unknown	no
13427	48	entrepreneur	married	tertiary	no	313	yes	no	unknown	13	may	195	2	-1	0	unknown	no
35	37	technician	married	secondary	no	332	yes	no	cellular	19	nov	342	2	-1	0	unknown	no
5368	44	technician	married	secondary	no	7649	no	no	cellular	20	aug	188	6	-1	0	unknown	no
39235	46	management	married	secondary	no	0	no	no	telephone	25	aug	67	10	-1	0	unknown	no
20771	54	technician	married	secondary	no	3967	no	yes	cellular	29	jul	90	3	-1	0	unknown	no
37375	25	admin.	single	secondary	no	0	no	yes	cellular	8	jul	238	3	-1	0	unknown	no
21142	56	admin.	single	secondary	no	-13	no	no	unknown	16	jun	52	3	-1	0	unknown	no
23367	53	blue-collar	married	primary	no	241	yes	no	cellular	16	apr	1410	1	325	2	failure	no
42902	44	technician	married	secondary	no	0	yes	no	cellular	18	nov	205	1	-1	0	unknown	no
36993	30	management	single	secondary	no	0	no	no	cellular	4	feb	405	1	-1	0	unknown	no
25643	58	management	single	unknown	no	1873	no	no	unknown	6	jun	49	2	-1	0	unknown	no
27120	36	technician	married	secondary	no	0	no	no	cellular	25	aug	248	2	-1	0	unknown	no
1644	57	housemaid	married	primary	no	2	no	no	telephone	9	jul	138	3	-1	0	unknown	no
1465	33	blue-collar	married	secondary	no	489	yes	no	cellular	17	apr	552	1	332	1	failure	no
23785	35	technician	divorced	secondary	no	2823	yes	no	cellular	2	feb	229	1	-1	0	unknown	no
9901	52	technician	married	tertiary	no	1416	yes	no	cellular	14	jul	297	3	-1	0	unknown	no
3106	52	unemployed	married	primary	no	959	no	no	telephone	30	jul	694	2	-1	0	unknown	yes
975	37	management	married	tertiary	no	308	yes	no	unknown	7	may	96	3	-1	0	unknown	no
9611	31	blue-collar	married	secondary	no	203	yes	no	unknown	27	may	426	2	-1	0	unknown	no
14020	57	retired	single	primary	no	604	no	no	cellular	19	nov	187	1	-1	0	unknown	no
44727	27	management	single	tertiary	no	405	yes	no	cellular	7	may	129	2	-1	0	unknown	no
13796	52	technician	married	secondary	no	3431	no	no	cellular	25	aug	72	4	-1	0	unknown	no
26720	31	services	married	secondary	no	447	no	no	cellular	4	jun	327	3	77	3	success	yes
416	33	services	married	secondary	no	-27	yes	no	cellular	18	jul	216	2	-1	0	unknown	no
23559	51	technician	married	secondary	no	195	yes	no	cellular	17	nov	78	1	-1	0	unknown	no
6807	22	self-employed	single	secondary	no	2138	no	yes	cellular	10	aug	164	1	109	2	other	yes
5520	55	unemployed	married	secondary	no	512	no	no	cellular	28	jan	70	1	-1	0	unknown	no
2533	47	services	married	secondary	no	1111	no	no	unknown	20	jun	415	4	-1	0	unknown	no
17167	32	technician	single	secondary	no	35	no	no	cellular	28	aug	199	6	-1	0	unknown	no
37466	29	technician	single	secondary	no	938	no	no	cellular	3	nov	358	1	-1	0	unknown	yes
39072	30	technician	single	tertiary	no	0	yes	no	cellular	13	aug	150	4	-1	0	unknown	no
31023	34	admin.	married	secondary	no	353	no	yes	cellular	18	nov	126	3	-1	0	unknown	no
32408	25	entrepreneur	single	tertiary	no	140	yes	no	cellular	7	may	348	1	-1	0	unknown	no
21131	40	self-employed	married	tertiary	no	271	yes	no	cellular	21	nov	124	3	102	4	failure	no
40860	32	blue-collar	single	primary	no	2507	yes	no	unknown	2	jun	215	1	-1	0	unknown	no
2848	30	technician	married	secondary	no	3875	yes	no	cellular	7	may	131	1	338	2	other	no
43811	33	management	single	tertiary	no	215	yes	no	cellular	27	mar	101	1	-1	0	unknown	no
10960	32	blue-collar	married	secondary	no	-230	yes	no	cellular	14	jul	331	2	-1	0	unknown	no
40515	26	student	single	secondary	no	480	no	no	cellular	30	apr	104	1	-1	0	unknown	no
35006	38	blue-collar	married	primary	no	2472	yes	no	unknown	3	jun	176	2	-1	0	unknown	no
3410	38	services	single	secondary	no	1315	no	no	unknown	20	jun	23	12	-1	0	unknown	no
27914	31	services	married	secondary	no	182	no	no	cellular	20	aug	231	2	-1	0	unknown	no
8011	35	management	single	tertiary	no	219	no	no	cellular	22	jul	160	6	-1	0	unknown	no
21785	45	services	married	secondary	no	-1036	yes	no	unknown	9	jun	65	17	-1	0	unknown	no
43277	42	admin.	married	secondary	no	16517	no	no	cellular	15	mar	549	5	203	4	failure	no
15187	44	technician	married	secondary	no	596	yes	no	unknown	30	may	28	3	-1	0	unknown	no
8494	57	unknown	married	unknown	no	106	no	no	unknown	12	may	836	4	-1	0	unknown	no
43561	57	services	single	secondary	no	2236	yes	no	telephone	20	nov	51	8	190	2	failure	no
44774	46	services	married	secondary	no	1757	yes	no	unknown	14	may	380	4	-1	0	unknown	no
23239	41	services	divorced	secondary	no	727	yes	no	cellular	11	may	246	1	-1	0	unknown	no
3023	33	blue-collar	married	secondary	no	0	yes	no	unknown	29	jul	331	1	-1	0	unknown	no
8407	54	technician	married	secondary	no	324	yes	no	telephone	13	may	51	1	-1	0	unknown	no
24909	40	management	married	tertiary	no	351	yes	no	cellular	29	jan	338	1	254	3	failure	no
21423	33	technician	single	secondary	no	268	no	no	cellular	19	aug	255	1	-1	0	unknown	no
19138	39	services	single	secondary	no	-388	yes	no	unknown	16	may	1135	2	-1	0	unknown	no
3504	29	admin.	single	secondary	no	1070	yes	no	unknown	19	may	30	1	357	1	other	yes
41445	44	blue-collar	married	secondary	no	-182	yes	yes	cellular	14	may	10	10	-1	0	unknown	no
13421	31	admin.	divorced	secondary	no	217	yes	no	cellular	30	jan	1776	2	-1	0	unknown	yes
29132	42	student	married	unknown	no	2374	no	no	unknown	17	jun	158	2	-1	0	unknown	no
17039	71	retired	married	primary	no	3230	no	no	cellular	24	may	341	2	133	3	failure	yes
3503	41	technician	married	secondary	no	351	yes	no	cellular	9	jul	175	1	-1	0	unknown	no
41751	44	management	married	tertiary	no	3762	no	no	cellular	28	aug	125	12	-1	0	unknown	no
38633	32	management	married	tertiary	no	101	yes	yes	cellular	20	apr	383	1	-1	0	unknown	no
30151	51	admin.	divorced	secondary	no	74	yes	no	cellular	25	jul	79	2	-1	0	unknown	no
5971	51	admin.	married	secondary	no	73	no	no	cellular	21	jul	195	1	-1	0	unknown	no
14247	31	blue-collar	married	primary	no	2581	no	no	cellular	12	may	240	1	365	2	failure	no
33786	46	services	married	secondary	no	1516	no	no	cellular	14	aug	133	4	-1	0	unknown	no
19602	36	entrepreneur	divorced	tertiary	no	776	no	yes	cellular	7	jul	722	3	-1	0	unknown	yes
13353	60	retired	married	secondary	no	1091	no	yes	telephone	15	jul	778	3	-1	0	unknown	no
13867	40	management	married	tertiary	no	0	no	no	cellular	6	aug	131	2	98	6	success	yes
8047	42	housemaid	divorced	tertiary	no	364	no	no	cellular	18	nov	52	1	-1	0	unknown	no
13415	30	admin.	married	secondary	no	2284	yes	no	cellular	19	nov	154	1	-1	0	unknown	no
31293	52	self-employed	married	tertiary	no	1088	yes	no	unknown	6	jun	217	2	-1	0	unknown	no
43208	31	management	single	secondary	no	301	yes	no	unknown	6	may	82	1	-1	0	unknown	no
15785	40	services	single	secondary	no	65	yes	no	cellular	15	may	15	3	-1	0	unknown	no
23162	32	technician	single	secondary	no	5118	yes	no	cellular	27	aug	263	12	-1	0	unknown	no
27725	31	admin.	single	tertiary	no	383	no	yes	cellular	7	jul	305	1	-1	0	unknown	no
43549	39	services	married	secondary	no	0	yes	no	cellular	8	may	503	1	-1	0	unknown	no
38284	50	admin.	married	secondary	no	1138	yes	yes	cellular	31	jul	73	8	-1	0	unknown	no
30784	77	retired	divorced	primary	no	2693	no	no	cellular	25	oct	83	2	94	12	other	no
42843	59	admin.	married	secondary	no	92	yes	no	cellular	12	may	139	2	350	1	failure	no
38329	35	management	married	tertiary	no	0	yes	no	cellular	11	nov	229	2	96	3	success	yes
34163	35	management	divorced	tertiary	no	473	no	yes	cellular	5	aug	37	2	-1	0	unknown	no
27183	47	management	single	tertiary	no	0	no	no	cellular	21	aug	136	2	-1	0	unknown	no
88	45	management	married	tertiary	no	1300	no	no	cellular	30	jul	135	3	-1	0	unknown	no
28731	49	admin.	married	tertiary	no	8413	no	no	cellular	19	aug	131	6	-1	0	unknown	no
29269	30	technician	single	tertiary	no	3	yes	no	cellular	6	may	45	2	169	2	failure	no
29313	38	blue-collar	married	secondary	no	660	yes	yes	unknown	19	may	105	2	-1	0	unknown	no
